Ecotype,Recording,Maximum.Frequency..kHz.,Minimum.Frequency..kHz.,Fundamental.frequency.Start..kHz.,Fundamental.frequency.End..kHz.,Delta.Frequency..kHz.,Peak.Frequency..kHz.,Duration..s.
Coastal,3-15ZOOM372sel.23,10.83162077,6.408587593,6.475537343,10.83162077,4.423033177,7.321289063,0.205
Coastal,3-15ZOOM372sel.16,11.23286793,9.030408864,10.12408487,11.23286793,2.202459066,9.603808594,0.1
Coastal,Cc 000_0017sel.18,18.20290274,5.935765835,5.989650317,18.20290274,12.26713691,6.933691406,0.412
Coastal,ZOOM0139sel.12,17.56186433,14.7944244,14.7944244,17.56186433,2.76743993,16.58056641,0.099
Coastal,Cc 000_0055sel.05,19.57762513,7.894405689,15.22858059,19.57762513,11.68321944,12.28125,0.549
Coastal,12-18ZOOM0093sel.25,10.49912203,4.741013429,6.543186509,6.820924619,5.758108601,8.311816406,0.844
Coastal,2018_0241sel.08,17.39607332,6.392233022,8.740316725,11.46265267,11.0038403,6.84375,0.961
Coastal,3-15ZOOM372sel.28,9.711846888,8.309971103,9.711846888,9.661511678,1.401875785,8.742480469,0.145
Coastal,Cc 000_0017sel.05,16.40408114,10.88778929,10.88778929,16.40408114,5.51629185,12.87685547,0.447
Coastal,PR_21042017_77sel.04-01,17.55665655,6.380789681,6.380789681,17.55665655,11.17586687,8.354882813,0.514
Coastal,3-18ZOOM0093sel.50,19.5169539,7.842787844,7.842787844,19.5169539,11.67416606,8.118017578,0.683
Coastal,12-15ZOOM0100sel.35,19.99812194,6.785572674,13.54357848,19.99812194,13.21254927,7.5796875,0.76
Coastal,2018_0128sel.49,18.13709965,6.595383532,9.402237937,18.13709965,11.54171612,6.984375,0.491
Coastal,12-15ZOOM0100sel.13,20.95559065,2.690829087,2.690829087,20.95559065,18.26476156,4.349707031,1.207
Coastal,Cc 000_0030sel.05,13.43102429,6.260531582,6.260531582,13.43102429,7.170492708,6.796875,0.296
Coastal,2018_0128sel.24-02,16.51222004,5.759185595,6.067458804,16.51222004,10.75303445,6.65625,0.493
Coastal,12-15ZOOM0100sel.33,16.75945623,3.871312039,3.871312039,16.75945623,12.88814419,7.967285156,0.983
Coastal,ZOOM0254sel.16,12.12165588,5.773572636,5.773572636,10.78204951,6.348083244,6.115429688,0.45
Coastal,Cc 000_0017sel.15,18.20290274,5.57190622,6.04402396,18.20290274,12.63099652,5.770898438,0.628
Coastal,Cc 000_0030sel.04,12.72262297,7.874729536,8.649639716,12.59063126,4.847893434,8.53125,1.545
Coastal,DR0000_0366.wavsel.12,11.1095809,9.402237937,10.65567746,11.1095809,1.707342963,9.703125,0.064
Coastal,2018_0154sel.01,15.98233786,7.894405689,11.61893951,15.98233786,8.087932171,8.015625,0.55
Coastal,12-18ZOOM0093sel.55,13.82803289,7.036937806,7.37385183,13.75636404,6.791095084,7.192089844,0.837
Coastal,2018_0241sel.16,17.0369922,4.437437652,5.523882915,4.437437652,12.59955455,6.75,0.759
Coastal,12-15ZOOM0091sel.06,12.36057637,10.67733665,11.88735354,12.36057637,1.68323972,11.24033203,0.284
Coastal,12-15ZOOM0100sel.18,18.02413106,6.342330027,10.88805209,18.02413106,11.68180103,6.54609375,1.583
Coastal,Cc 000_0017sel.29,21.61275425,5.989650317,6.266499544,21.61275425,15.62310393,6.718359375,0.413
Coastal,sel.28.ch01-02.210915.131541.89._1,10.88026244,6.6645251,10.88026244,9.50080468,4.21573734,7.453125,0.305
Coastal,ZOOM0254sel.03,17.73613537,7.967303545,8.698749716,17.73613537,9.768831825,11.19726563,0.357
Coastal,3-10ZOOM310sel.13,10.83162077,9.711846888,9.711846888,10.60880511,1.119773882,10.72353516,0.271
Coastal,3-18ZOOM0093sel.44,14.56530827,7.289493922,8.438078395,14.56530827,7.275814348,7.493554688,0.668
Coastal,2018_0128sel.03,21.35627943,5.31222198,5.31222198,21.35627943,16.04405745,6.421875,0.633
Coastal,PR_21042017_77sel.18-02,15.32086228,8.284473376,11.65758009,8.365719377,7.036388904,11.7140625,0.467
Coastal,12-11ZOOM0073sel.11,10.99456607,6.949826507,6.949826507,10.99456607,4.044739563,8.441015625,0.653
Coastal,DR0000_0366.wavsel.07,16.51222004,13.40362964,15.67327326,16.51222004,3.1085904,14.390625,0.287
Coastal,3-10ZOOM314sel.01,20.63144635,9.813305395,12.14344218,20.63144635,10.81814096,10.37900391,0.378
Coastal,3-10ZOOM310sel.32,20.10230953,17.38029446,17.38029446,20.10230953,2.72201507,18.43242188,0.136
Coastal,12-15ZOOM0100sel.38,21.1745112,4.454410734,5.098772073,21.1745112,16.72010047,8.26875,0.582
Coastal,ZOOM0139sel.14,12.99210371,5.657186209,5.686659408,7.56794776,7.334917501,11.36953125,0.377
Coastal,PR_21042017_77sel.34,11.21127137,6.181776997,6.303621174,11.21127137,5.029494373,6.675292969,0.916
Coastal,PR_21042017_77sel.04-02,10.88778929,9.045037637,9.045037637,10.88778929,1.842751653,8.9578125,0.092
Coastal,ZOOM0072sel.01,15.91081719,7.110451856,7.726896601,15.91081719,8.800365334,9.345410156,0.885
Coastal,ZOOM0071sel.02,13.40355316,7.184733899,7.222165421,13.05979086,6.218819261,11.11113281,1.686
Coastal,ZOOM0139sel.08,19.48522806,5.716286158,5.716286158,19.38423872,13.7689419,17.52802734,0.523
Coastal,12-17ZOOM0091sel.04,9.611437349,7.930285442,7.930285442,9.611437349,1.681151907,8.182617188,0.212
Coastal,Cc 000_0017sel.32,19.74526777,8.754659053,19.74526777,19.21714651,10.99060872,8.914746094,0.645
Coastal,12-18ZOOM0093sel.42,15.58351814,4.454410734,4.454410734,15.58351814,11.12910741,8.656347656,0.891
Coastal,DR0000_0366.wavsel.32,12.99077204,7.474633181,7.474633181,12.99077204,5.516138859,8.90625,0.197
Coastal,Cc 000_0057sel.01,18.83541977,8.695232585,9.037866214,18.83541977,10.14018719,9.28125,1.342
Coastal,3-18ZOOM0093sel.06,15.1505454,4.646978652,4.646978652,15.1505454,10.50356675,9.410009766,0.57
Coastal,2018_0207sel.10-02,16.45238394,7.743317878,8.779653566,11.07096836,8.709066062,8.671875,0.766
Coastal,3-18ZOOM0431sel.01,17.91007402,5.887371016,5.887371016,17.91007402,12.022703,11.58486328,0.204
Coastal,12-15ZOOM0100sel.17,14.41499029,3.772024103,3.83128704,9.462766159,10.64296619,9.259277344,1.083
Coastal,12-15ZOOM0100sel.14/13,15.82835354,13.26497554,15.1051502,15.82835354,2.563378,13.39365234,0.147
Coastal,PR_21042017_77sel.19,17.05711007,7.297362018,8.447762159,17.05711007,9.759748052,7.536621094,0.879
Coastal,PR_21042017_77sel.10,21.61275425,6.736319583,6.736319583,20.65791906,14.87643467,9.862207031,0.922
Coastal,3-10ZOOM310sel.28,15.02686222,12.46308418,12.46308418,15.02686222,2.56377804,13.99658203,0.097
Coastal,Cc 000_0017sel.30-03,21.03468385,5.882366111,8.520500592,21.03468385,15.15231774,6.029296875,0.599
Coastal,12-15ZOOM0100sel.19,15.91081719,3.096122929,3.417404031,15.91081719,12.81469426,7.23515625,1.035
Coastal,3-10ZOOM310sel.12,19.28377279,8.937044625,8.937044625,19.28377279,10.34672817,12.66152344,0.255
Coastal,DR0000_0366.wavsel.20,13.12695857,10.11428773,10.22031913,13.12695857,3.01267084,10.828125,0.28
Coastal,2018_0128sel.35,15.67327326,8.559903442,9.112630907,15.67327326,7.113369818,8.859375,0.821
Coastal,2018_0143sel.12_1,9.304693781,7.79303262,9.304693781,7.874729536,1.511661161,8.0625,0.695
Coastal,PR_21042017_79sel.01-01,18.80569158,10.26855641,11.77190622,18.80569158,8.53713517,12.61845703,0.22
Coastal,2018_0128sel.22,13.40362964,4.626460661,4.925199063,4.723970518,8.777168979,6.140625,0.668
Coastal,Cc 000_0030sel.01,13.43102429,8.950962384,13.1739734,13.43102429,4.480061906,9.09375,0.48
Coastal,Cc 000_0055sel.02,21.56362501,6.634195543,10.85908561,15.22858059,14.92942947,11.53125,1.162
Coastal,2018_0128sel.20,21.35627943,7.595121675,8.695232585,21.35627943,13.76115776,8.015625,0.415
Coastal,ZOOM0072sel.05,16.32962475,4.619420173,4.619420173,16.32962475,11.71020458,9.216210938,1.044
Coastal,2018_0241sel.13,17.76272263,5.581791591,5.581791591,17.76272263,12.18093104,9.375,0.929
Coastal,ZOOM0288,15.99371047,11.52854162,13.40355316,15.99371047,4.46516885,13.91044922,0.114
Coastal,12-17ZOOM0091sel.04,8.054879557,5.398707273,5.598697286,8.013132188,2.656172284,7.493554688,0.319
Coastal,ZOOM0139sel.05,17.83778188,3.675282616,3.675282616,17.74533103,14.16249926,12.23085938,1.459
Coastal,12-15ZOOM0100sel.2-56,21.61923732,9.124748469,9.316394637,21.61923732,12.49448885,11.41259766,0.561
Coastal,12-15ZOOM0100sel.24-2,21.39571879,6.820924619,11.89364124,21.39571879,14.57479417,12.23085938,0.808
Coastal,Cc 000_0012sel.19,15.62283983,7.017983598,7.017983598,13.62770048,8.604856232,8.570214844,1.183
Coastal,3-15ZOOM372sel.18,13.68506663,9.967483969,10.17683003,13.61413875,3.717582661,10.20673828,0.129
Coastal,12-18ZOOM0093sel.01,14.87150142,7.848295238,7.848295238,14.87150142,7.023206182,7.92421875,0.616
Coastal,Cc 000_0030sel.06,12.8559984,7.397087092,7.397087092,12.8559984,5.458911308,8.109375,0.593
Coastal,3-18ZOOM0093sel.57,17.63674877,7.976322743,7.976322743,17.4393527,9.660426027,13.82431641,0.589
Coastal,Cc 000_0017sel.01-02,18.44219195,7.15630959,8.447762159,12.00393306,11.28588236,8.9578125,0.672
Coastal,2018_0128sel.23,13.8296082,7.474633181,7.474633181,13.8296082,6.354975019,8.625,0.274
Coastal,2018_0128sel.48,16.17138299,7.397087092,12.72262297,16.17138299,8.774295898,8.953125,0.638
Coastal,2018_0128sel.16,20.34907692,10.24745924,19.57762513,20.34907692,10.10161768,12.609375,0.818
Coastal,PR_21042017_77sel.04-02,7.226491666,4.658007114,5.661973892,7.226491666,2.568484552,4.8234375,0.063
Coastal,PR_21042017_77sel.44,13.23449647,5.445206064,5.445206064,9.405110909,7.789290406,5.943164063,1.075
Coastal,12-18ZOOM0100sel.02,15.2629519,8.139027923,8.181431193,15.2629519,7.123923977,10.55126953,0.725
Coastal,2018_0171sel.02,17.76272263,7.79303262,7.79303262,17.76272263,9.96969001,10.171875,0.441
Coastal,2018_0128sel.47,17.94710576,5.521548858,5.521548858,17.94710576,12.4255569,9.28125,0.575
Coastal,Cc 000_0017sel.19,21.41832019,8.520500592,10.87507468,21.41832019,12.8978196,9.259277344,0.326
Coastal,2018_0154sel.15,17.76272263,7.79303262,12.59063126,17.76272263,9.96969001,7.921875,1.183
Coastal,12-18ZOOM0093sel.08,13.47338392,5.315199239,7.147496379,13.47338392,8.158184681,7.838085938,0.73
Coastal,12-15ZOOM0100sel.07,21.61923732,2.954659924,2.954659924,21.61923732,18.6645774,9.216210938,0.632
Coastal,12-11ZOOM0073sel.07,14.17020466,7.017983598,7.086809108,14.17020466,7.152221062,13.99658203,0.98
Coastal,PR_21042017_77sel.11-02,12.60420603,5.717500986,5.945108584,10.99456607,6.886705044,11.19726563,0.93
Coastal,Cc 000_0055sel.07,13.40362964,7.094864775,7.552992212,13.40362964,6.308764865,7.3125,0.308
Coastal,3-15ZOOM372sel.39,14.03258679,9.779518314,9.875426251,14.03258679,4.253068476,10.63740234,0.076
Coastal,DR0000_0366.wavsel.39,12.99077204,8.210172011,8.210172011,12.99077204,4.780600029,9.9375,0.162
Coastal,3-15ZOOM372sel.26,14.41499029,7.607375777,8.798805045,14.41499029,6.807614513,7.795019531,0.157
Coastal,12-15ZOOM0100sel.05,12.01789269,4.228855274,6.680612393,10.33672,7.789037416,14.08271484,0.681
Coastal,2018_0143sel.03_1,12.67453623,5.629285456,5.68393952,5.851106148,7.045250774,11.71875,0.521
Coastal,Cc 000_0012sel.02,15.89534714,8.754659053,15.89534714,14.39124014,7.140688087,8.9578125,1.218
Coastal,2018_0207sel.08,17.94893508,8.649639716,8.649639716,9.90551362,9.299295364,16.640625,1.425
Coastal,3-10ZOOM314sel.04,17.29021471,3.952620814,4.547966272,11.35021636,13.3375939,8.785546875,0.77
Coastal,3-15ZOOM372sel.27-2,17.2217936,6.03584608,6.611157498,17.2217936,11.18594752,13.1137207,0.518
Coastal,2018_0128sel.34,7.32034551,4.874102251,6.392233022,7.169242569,2.446243259,5.71875,0.608
Coastal,2018_0128sel.50,21.35627943,6.69860616,16.93625425,21.35627943,14.65767327,6.890625,0.371
Coastal,3-9ZOOM294sel.05,6.750403954,5.716286158,6.021177073,6.750403954,1.034117796,6.2015625,0.225
Coastal,3-10ZOOM0310sel.25,12.72781574,10.36926035,10.36926035,12.72781574,2.35855539,11.45566406,0.161
Coastal,12-18ZOOM0093sel.09,14.71774687,8.139027923,8.139027923,14.56558197,6.578718947,11.15419922,0.701
Coastal,Cc 000_0017sel.16,17.05711007,8.784058534,9.497347025,17.05711007,8.273051536,10.46513672,0.086
Coastal,12-18ZOOM0093sel.20,17.83778188,5.287651269,5.315199239,17.83778188,12.55013061,11.28339844,0.849
Coastal,12-18ZOOM0093sel.45,11.35021636,5.836344738,5.836344738,11.2913897,5.513871622,9.087011719,0.541
Coastal,ZOOM0254sel.05,13.47338392,5.019903482,5.019903482,13.40355316,8.453480438,5.5125,0.302
Coastal,3-9ZOOM294sel.09,18.88708917,6.2118629,7.56794776,18.88708917,12.67522627,12.18779297,0.859
Coastal,ZOOM0072sel.07,16.84677081,5.426833831,5.426833831,16.84677081,11.41993698,10.93886719,1.079
Coastal,12-17ZOOM0091sel.05,18.80569158,4.796399011,4.796399011,18.44219195,14.00929257,12.74765625,0.725
Coastal,2018_0143sel.24_1,21.15092759,2.405413598,2.405413598,21.15092759,18.74551399,2.53125,0.598
Coastal,12-11ZOOM0073sel.02,10.60880511,7.848295238,7.848295238,10.44470648,2.760509872,9.216210938,0.653
Coastal,2018_0154sel.04,17.77453492,5.31222198,5.57515692,17.77453492,12.46231294,6.84375,0.635
Coastal,Cc 000_0017sel.30-04,20.28790273,6.859178427,8.443847909,20.28790273,13.4287243,8.914746094,0.958
Coastal,Cc 000_0017sel.23,20.47207494,8.070805073,11.69041472,20.47207494,12.40126987,8.26875,0.415
Coastal,12-15ZOOM0100sel.60,9.413721901,2.594710487,5.098772073,9.413721901,6.819011414,6.718359375,0.63
Coastal,DR0000_0366.wavsel.29,8.649639716,7.552992212,7.79303262,8.559903442,1.096647504,7.875,0.144
Coastal,12-11ZOOM0073sel.13,12.72781574,7.88992687,7.88992687,12.60420603,4.83788887,9.689941406,0.513
Coastal,Cc 000_0057sel.18-01,18.32723681,10.00935637,12.4600089,17.94893508,8.31788044,12.234375,0.768
Coastal,3-15ZOOM372sel.05,18.40269006,9.316394637,9.364931833,18.40269006,9.086295423,11.62792969,0.235
Coastal,DR0000_0366.wavsel.27,17.26671486,9.394001242,9.394001242,17.26671486,7.872713618,12.46875,0.199
Coastal,DR0000_0366.wavsel.19,12.92184209,8.864894179,10.0513373,12.92184209,4.056947911,9.796875,0.112
Coastal,ZOOM0254sel.02,17.2243895,3.342681764,3.342681764,17.2243895,13.88170774,8.484082031,0.446
Coastal,3-10ZOOM0310sel.18,11.77190622,10.57364074,10.57364074,11.32122054,1.19826548,11.19726563,0.3
Coastal,3-18ZOOM0431sel.11,12.00393306,5.887371016,8.698749716,5.945108584,6.116562044,12.01552734,0.442
Coastal,ZOOM0254sel.17,18.80569158,11.32122054,11.88735354,18.80569158,7.48447104,11.54179688,0.615
Coastal,3-10ZOOM310sel.38,19.89447433,7.971601191,19.28377279,19.89447433,11.92287314,13.39365234,1.059
Coastal,ZOOM0254sel.07,10.66407559,9.661511678,10.12408487,9.661511678,1.002563912,9.733007813,0.577
Coastal,3-10ZOOM310sel.03,17.47084352,7.036937806,7.76715272,17.47084352,10.43390571,7.321289063,0.39
Coastal,2018_0128sel.11,19.38937598,5.57515692,5.57515692,19.38937598,13.81421906,7.734375,0.436
Coastal,ZOOM0139sel.18,15.18384606,6.964183809,7.184733899,10.88805209,8.219662251,8.699414063,1.231
Coastal,3-18ZOOM0093sel.33,9.779518314,5.717500986,5.773572636,9.779518314,4.062017328,8.139550781,0.524
Coastal,2018_0207sel.05,17.39607332,6.526959278,7.552992212,17.39607332,10.86911404,6.609375,0.539
Coastal,PR_21042017_77sel.21-02,18.08571848,7.587862194,7.737420617,18.08571848,10.49785629,9.130078125,0.485
Coastal,ZOOM0254sel.09,12.52801521,9.711846888,9.711846888,12.52801521,2.816168322,10.42207031,0.212
Coastal,12-15ZOOM0100sel.31,10.22984998,4.595478333,6.856460743,10.22984998,5.634371647,8.354882813,0.518
Coastal,PR_21042017_77sel.27,15.61063607,5.989650317,8.754659053,15.61063607,9.620985753,7.493554688,0.545
Coastal,DR0000_0366.wavsel.25,10.9943238,8.831944331,10.9943238,8.924532499,2.162379469,9.1875,0.238
Coastal,3-18ZOOM0431sel.19,17.56388598,8.045439055,13.36428745,13.49535129,9.518446925,9.173144531,1.03
Coastal,2018_0143sel.06_1,16.68532306,6.004511541,6.004511541,16.68532306,10.68081152,7.640625,0.593
Coastal,Cc 000_0030sel.07,18.83541977,9.303672987,17.10068633,18.65430732,9.531746783,9.984375,0.991
Coastal,12-17ZOOM0091sel.07,15.50275084,5.483527317,5.483527317,14.71774687,10.01922352,10.80966797,0.545
Coastal,3-10ZOOM314sel.06,14.41499029,3.932134906,3.932134906,14.41499029,10.48285538,7.622753906,0.43
Coastal,2018_0128sel.15,16.51222004,3.99798113,3.99798113,16.51222004,12.51423891,5.8125,1.111
Coastal,3-18ZOOM0421sel.02,21.41832019,4.99927806,6.04402396,21.41832019,16.41904213,9.30234375,0.527
Coastal,DR0000_0366.wavsel.40,12.33074169,8.740316725,10.11428773,12.33074169,3.590424965,9.375,0.579
Coastal,PR_21042017_77sel.24,14.92096994,5.57190622,7.241363572,14.92096994,9.34906372,6.761425781,0.638
Coastal,PR_21042017_77sel.38,12.60420603,6.882331342,7.297362018,12.60420603,5.721874688,7.665820313,0.271
Coastal,Cc 000_0020sel.04,10.07007306,6.55456159,8.957194249,10.07007306,3.51551147,7.278222656,0.686
Coastal,PR_19042017_58sel.03,9.497347025,6.121740958,7.15630959,9.405110909,3.375606067,6.416894531,0.409
Coastal,12-17ZOOM0091sel.03,13.68506663,9.316394637,9.364931833,13.61413875,4.368671993,11.92939453,0.267
Coastal,3-10ZOOM310sel.30,14.4900905,8.096844425,8.096844425,14.4900905,6.393246075,11.06806641,0.401
Coastal,3-10ZOOM310sel.22,13.82803289,13.12783066,13.54357848,13.26497554,0.70020223,13.69511719,0.157
Coastal,12-15ZOOM0100sel.03,18.88708917,4.57166058,4.595478333,18.88708917,14.31542859,7.967285156,0.755
Coastal,Cc 000_0017sel.03,11.88735354,5.135515035,5.135515035,11.43224798,6.751838505,5.598632813,0.975
Coastal,2018_0128sel.10,21.35627943,8.528818076,9.858968852,21.35627943,12.82746135,9.140625,0.387
Coastal,3-10ZOOM314sel.07,20.63144635,6.342330027,6.92808937,20.63144635,14.28911632,8.699414063,0.61
Coastal,2018_0128sel.41,16.86024077,6.004511541,6.004511541,10.22031913,10.85572923,9.5625,0.676
Coastal,3-15ZOOM372sel.14,15.58351814,9.462766159,10.07161308,15.58351814,6.120751981,9.560742188,0.099
Coastal,Cc 000_0017sel.14,21.03468385,6.984278004,8.367884814,21.03468385,14.05040585,8.26875,0.453
Coastal,2018_0128sel 24-01,20.54664369,8.285148978,20.54664369,12.67453623,12.26149471,8.71875,0.703
Coastal,DR0000_0366.wavsel.34,20.54664369,13.56142451,20.54664369,18.12135208,6.98521918,14.625,0.241
Coastal,DR0000_0366.wavsel.31,11.82694536,8.924532499,9.018091299,11.82694536,2.902412861,9.421875,0.17
Coastal,Cc 000_0012sel.16,14.87880498,8.284473376,10.88778929,14.87880498,6.594331604,8.871679688,1.04
Coastal,2018_0143.sel.34-02,13.26457278,7.632172705,7.632172705,9.90551362,5.632400075,8.15625,0.61
Coastal,Cc 000_0057sel.21-02,15.34975332,6.195339938,6.195339938,15.34975332,9.154413382,10.5,0.388
Coastal,12-18ZOOM0095sel.04,13.33408433,4.741013429,4.741013429,13.33408433,8.593070901,7.321289063,0.719
Coastal,PR_21042017_77sel.04-02,17.05711007,15.93076942,15.93076942,17.05711007,1.12634065,16.58056641,0.021
Coastal,3-10ZOOM314sel.20-01,19.58674355,3.675282616,3.675282616,11.0591162,15.91146093,11.92939453,1.272
Coastal,PR_21042017_77sel.05,19.21714651,5.57190622,6.497164273,19.21714651,13.64524029,6.503027344,0.81
Coastal,3-10ZOOM314sel.22,18.59494077,3.932134906,3.932134906,12.39848967,14.66280586,8.010351563,0.874
Coastal,3-15ZOOM372sel.10,9.86443143,8.440530527,8.528707742,9.86443143,1.423900903,8.9578125,0.057
Coastal,2018_0154sel.09,19.01829062,5.415874187,6.507226381,19.01829062,13.60241643,6.375,0.484
Coastal,12-15ZOOM0100sel.20-2,21.95890097,4.643486747,4.916639794,21.95890097,17.31541422,11.11113281,0.671
Coastal,Cc 000_0057sel.02,18.47493635,4.092413,4.092413,18.47493635,14.38252335,4.5,0.533
Coastal,DR0000_0366.wavsel.63,20.74612861,7.66886181,7.971051536,20.74612861,13.0772668,8.484375,0.543
Coastal,PR_21042017_77sel.14,21.2256353,7.44036908,13.755446,16.7810167,13.78526622,9.30234375,2.622
Coastal,3-10ZOOM310sel.33,10.77548192,9.172287213,9.172287213,10.49912203,1.603194707,10.20673828,0.156
Coastal,2018_0241sel.15,16.68532306,4.976831539,8.210172011,4.976831539,11.70849152,9.984375,0.596
Coastal,PR_21042017_77sel.25-02,14.03258679,5.606986065,14.03258679,5.606986065,8.425600725,6.416894531,0.747
Coastal,DR0000_0366.wavsel.44,21.56362501,9.214213284,9.303672987,21.56362501,12.34941173,10.59375,0.592
Coastal,3-15ZOOM372sel.42,21.61275425,4.326253388,4.326253388,21.61275425,17.28650086,16.23603516,0.183
Coastal,12-15ZOOM0100sel.69,19.68878792,12.79113985,13.68506663,19.68878792,6.89764807,14.34111328,0.219
Coastal,PR_21022018_118sel.02,15.19050627,10.00935637,10.00935637,15.19050627,5.1811499,10.3125,0.556
Coastal,12-15ZOOM0100sel.04,15.50275084,8.013132188,8.013132188,15.42240214,7.489618652,12.10166016,0.337
Coastal,PR_21042017_77sel.13,19.39159848,6.921445587,7.784272366,19.39159848,12.47015289,7.536621094,2.697
Coastal,3-10ZOOM310sel.05,17.65335934,5.072345815,5.287651269,17.65335934,12.58101353,6.244628906,0.695
Coastal,3-10ZOOM314sel.18,19.28377279,2.66300895,2.66300895,10.12408487,16.62076384,9.130078125,0.826
Coastal,Cc 000_0030sel.16,17.10068633,9.037866214,16.77340327,17.10068633,8.062820116,10.171875,0.726
Coastal,ZOOM0139sel.01,16.75945623,7.686849124,9.967483969,16.75945623,9.072607106,10.20673828,0.544
Coastal,2018_0128sel.13,17.21559658,4.437437652,4.437437652,17.21559658,12.77815893,7.96875,0.626
Coastal,2018_0143sel.02_1,17.43435534,9.214213284,15.67645841,13.43102429,8.220142056,9.328125,1.124
Coastal,ZOOM0254sel.12,21.61923732,8.224055377,8.484504585,11.64897892,13.39518194,16.88203125,0.538
Coastal,PR_21042017_77sel.01-01,16.03964403,5.04466117,5.04466117,16.03964403,10.99498286,7.192089844,1.121
